Frame ID,Object ID,LocationX,LocationY
0,87,41.2,31.5
1,87,41.2,31.6
2,87,41.2,31.6
3,87,41.2,31.7
4,87,41.2,31.8
5,87,41.2,31.8
6,87,41.2,31.8
7,87,41.2,31.9
8,87,41.2,32.0
9,87,41.2,32.0
10,87,41.2,32.1
11,87,41.2,32.1
12,87,41.2,32.2
13,87,41.2,32.3
14,87,41.2,32.3
15,87,41.2,32.4
16,87,41.2,32.4
17,87,41.1,33.5
18,87,41.1,33.6
19,87,41.1,33.6
20,87,41.1,33.6
21,87,41.1,33.6
22,87,41.2,33.6
23,87,41.3,33.6
24,87,41.3,33.6
25,87,41.4,33.6
26,87,41.5,33.6
27,87,41.6,33.6
28,87,41.6,33.6
29,87,41.7,33.6
30,87,41.7,33.6
31,87,41.8,33.6
32,87,41.8,33.6
33,87,42.9,33.6
34,87,43.0,33.6
35,87,43.1,33.6
36,87,43.1,33.6
37,87,43.2,33.6
38,87,43.3,33.6
39,87,43.3,33.6
40,87,43.3,33.6
41,87,43.4,33.6
42,87,43.5,33.6
43,87,43.5,33.6
44,87,43.6,33.6
45,87,43.7,33.6
46,87,43.7,33.6
47,87,43.8,33.6
48,87,43.9,33.6
49,87,43.9,33.6
50,87,45.0,33.6
51,87,45.0,33.6
52,87,45.1,33.6
53,87,45.1,33.6
54,87,45.2,33.6
55,87,45.3,33.6
56,87,45.3,33.6
57,87,45.4,33.6
58,87,45.5,33.6
59,87,45.5,33.6
60,87,45.6,33.6
61,87,45.6,33.6
62,87,45.7,33.6
63,87,45.7,33.6
64,87,45.8,33.6
65,87,45.9,33.6
66,87,46.9,33.6
67,87,47.0,33.6
68,87,47.1,33.6
69,87,47.1,33.6
70,87,47.1,33.6
71,87,47.2,33.6
72,87,47.3,33.6
73,87,47.3,33.6
74,87,47.4,33.6
75,87,47.5,33.6
76,87,47.5,33.6
77,87,47.5,33.6
78,87,47.6,33.6
79,87,47.7,33.6
80,87,47.7,33.6
81,87,47.8,33.6
82,87,47.9,33.6
83,87,47.9,33.6
84,87,49.0,33.6
85,87,49.1,33.6
86,87,49.1,33.6
87,87,49.1,33.6
88,87,49.2,33.6
89,87,49.3,33.6
90,87,49.3,33.6
91,87,49.4,33.6
92,87,49.5,33.6
93,87,49.5,33.6
94,87,49.6,33.6
95,87,49.6,33.6
96,87,49.7,33.6
97,87,49.7,33.6
98,87,49.8,33.6
99,87,49.9,33.6
100,87,50.9,33.6
101,87,51.0,33.6
102,87,51.1,33.6
103,87,51.1,33.6
104,87,51.1,33.6
105,87,51.2,33.7
106,87,51.3,33.7
107,87,51.3,33.7
108,87,51.4,33.7
109,87,51.4,33.7
110,87,51.5,33.7
111,87,51.5,33.7
112,87,51.6,33.7
113,87,51.7,33.7
114,87,51.7,33.7
115,87,51.8,33.7
116,87,51.9,33.7
117,87,51.9,33.7
118,87,53.0,33.7
119,87,53.0,33.7
120,87,53.1,33.7
121,87,53.1,33.7
122,87,53.2,33.7
123,87,53.3,33.7
124,87,53.3,33.7
125,87,53.4,33.7
126,87,53.4,33.7
127,87,53.5,33.7
128,87,53.5,33.7
129,87,53.6,33.7
130,87,53.7,33.7
131,87,53.7,33.7
132,87,53.8,33.7
133,87,53.9,33.7
134,87,53.9,33.7
135,87,54.9,33.7
136,87,55.0,33.7
137,87,55.1,33.7
138,87,55.1,33.7
139,87,55.1,33.7
140,87,55.2,33.7
141,87,55.3,33.7
142,87,55.3,33.7
143,87,55.4,33.7
144,87,55.5,33.7
145,87,55.5,33.7
146,87,55.6,33.7
147,87,55.6,33.7
148,87,55.7,33.7
149,87,55.8,33.7
150,87,55.8,33.7
151,87,55.9,33.7
152,87,56.9,33.7
153,87,57.0,33.7
154,87,57.1,33.7
155,87,57.1,33.7
156,87,57.2,33.7
157,87,57.3,33.7
158,87,57.3,33.7
159,87,57.4,33.7
160,87,57.5,33.7
161,87,57.5,33.7
162,87,57.5,33.7
163,87,57.6,33.7
164,87,57.7,33.7
165,87,57.7,33.7
166,87,57.8,33.7
167,87,57.9,33.7
168,87,58.9,33.7
169,87,59.0,33.7
170,87,59.1,33.7
171,87,59.1,33.7
172,87,59.2,33.7
173,87,59.3,33.7
174,87,59.3,33.7
175,87,59.4,33.7
176,87,59.4,33.7
177,87,59.5,33.7
178,87,59.5,33.7
179,87,59.6,33.8
180,87,59.7,33.8
181,87,59.7,33.8
182,87,59.8,33.8
