0.0	30.0	95.1	11.7
1.0	30.0	95.1	11.6
2.0	30.0	95.2	11.6
3.0	30.0	95.2	11.6
4.0	30.0	95.2	11.6
5.0	30.0	95.2	11.6
6.0	30.0	95.3	11.5
7.0	30.0	95.3	11.5
8.0	30.0	95.4	11.5
9.0	30.0	95.4	11.5
10.0	30.0	95.4	11.5
11.0	30.0	95.5	11.4
12.0	30.0	95.5	11.4
13.0	30.0	95.5	11.4
14.0	30.0	95.6	11.4
15.0	30.0	95.6	11.4
16.0	30.0	95.6	11.3
17.0	30.0	95.7	11.3
18.0	30.0	95.7	11.3
19.0	30.0	95.7	11.3
20.0	30.0	95.7	11.3
21.0	30.0	95.8	11.3
22.0	30.0	95.8	11.2
23.0	30.0	95.8	11.2
24.0	30.0	95.8	11.2
25.0	30.0	95.9	11.2
26.0	30.0	96.7	10.7
27.0	30.0	96.7	10.6
28.0	30.0	96.8	10.6
29.0	30.0	96.8	10.6
30.0	30.0	96.9	10.6
31.0	30.0	96.9	10.6
32.0	30.0	96.9	10.5
33.0	30.0	97.0	10.5
34.0	30.0	97.0	10.5
35.0	30.0	97.0	10.5
36.0	30.0	97.1	10.4
37.0	30.0	97.1	10.4
38.0	30.0	97.1	10.4
39.0	30.0	97.1	10.4
40.0	30.0	97.2	10.4
41.0	30.0	97.2	10.4
42.0	30.0	97.2	10.3
43.0	30.0	97.2	10.3
44.0	30.0	97.3	10.3
45.0	30.0	97.3	10.3
46.0	30.0	97.3	10.3
47.0	30.0	97.3	10.2
48.0	30.0	97.4	10.2
49.0	30.0	97.4	10.2
50.0	30.0	97.4	10.2
51.0	30.0	98.2	9.7
52.0	30.0	98.3	9.6
53.0	30.0	98.3	9.6
54.0	30.0	98.4	9.6
55.0	30.0	98.4	9.6
56.0	30.0	98.4	9.6
57.0	30.0	98.4	9.5
58.0	30.0	98.5	9.5
59.0	30.0	98.5	9.5
60.0	30.0	98.5	9.5
61.0	30.0	98.6	9.5
62.0	30.0	98.6	9.4
63.0	30.0	98.6	9.4
64.0	30.0	98.7	9.4
65.0	30.0	98.7	9.4
66.0	30.0	98.7	9.4
67.0	30.0	98.8	9.3
68.0	30.0	98.8	9.3
69.0	30.0	98.8	9.3
70.0	30.0	98.9	9.3
71.0	30.0	98.9	9.3
72.0	30.0	98.9	9.3
73.0	30.0	99.0	9.2
74.0	30.0	99.0	9.2
75.0	30.0	99.0	9.2
76.0	30.0	99.1	9.2
77.0	30.0	99.9	8.7
78.0	30.0	100.0	8.6
79.0	30.0	100.0	8.6
80.0	30.0	100.0	8.6
81.0	30.0	100.1	8.6
82.0	30.0	100.1	8.6
83.0	30.0	100.2	8.5
84.0	30.0	100.2	8.5
85.0	30.0	100.2	8.5
86.0	30.0	100.3	8.5
87.0	30.0	100.3	8.5
88.0	30.0	100.3	8.4
89.0	30.0	100.4	8.4
90.0	30.0	100.4	8.4
91.0	30.0	100.4	8.4
92.0	30.0	100.4	8.4
93.0	30.0	100.5	8.4
94.0	30.0	100.5	8.3
95.0	30.0	100.5	8.3
96.0	30.0	100.6	8.3
