0.0	7.0	76.5	15.6
1.0	7.0	76.5	15.6
2.0	7.0	76.5	15.6
3.0	7.0	76.5	15.6
4.0	7.0	76.5	15.6
5.0	7.0	76.5	15.6
6.0	7.0	76.6	15.6
7.0	7.0	76.6	15.6
8.0	7.0	76.6	15.6
9.0	7.0	76.9	15.7
10.0	7.0	76.9	15.7
11.0	7.0	77.0	15.7
12.0	7.0	77.0	15.7
13.0	7.0	77.0	15.7
14.0	7.0	77.0	15.7
15.0	7.0	77.0	15.7
16.0	7.0	77.0	15.7
17.0	7.0	77.1	15.7
18.0	7.0	77.1	15.7
19.0	7.0	77.1	15.7
20.0	7.0	77.1	15.7
21.0	7.0	77.1	15.7
22.0	7.0	77.2	15.7
23.0	7.0	77.2	15.7
24.0	7.0	77.2	15.7
25.0	7.0	77.2	15.7
26.0	7.0	77.2	15.7
27.0	7.0	77.2	15.7
28.0	7.0	77.2	15.7
29.0	7.0	77.3	15.7
30.0	7.0	77.3	15.7
31.0	7.0	77.6	15.7
32.0	7.0	77.6	15.7
33.0	7.0	77.6	15.7
34.0	7.0	77.6	15.7
35.0	7.0	77.7	15.7
36.0	7.0	77.7	15.7
37.0	7.0	77.7	15.7
38.0	7.0	77.7	15.7
39.0	7.0	77.7	15.7
40.0	7.0	77.7	15.7
41.0	7.0	77.7	15.7
42.0	7.0	77.8	15.7
43.0	7.0	77.8	15.7
44.0	7.0	77.8	15.7
45.0	7.0	77.8	15.7
46.0	7.0	77.8	15.7
47.0	7.0	77.8	15.7
48.0	7.0	77.9	15.7
49.0	7.0	77.9	15.7
50.0	7.0	77.9	15.7
51.0	7.0	77.9	15.7
52.0	7.0	78.2	15.7
53.0	7.0	78.2	15.7
54.0	7.0	78.3	15.7
55.0	7.0	78.3	15.7
56.0	7.0	78.3	15.7
57.0	7.0	78.3	15.7
58.0	7.0	78.3	15.7
59.0	7.0	78.3	15.7
60.0	7.0	78.4	15.7
61.0	7.0	78.4	15.7
62.0	7.0	78.4	15.7
63.0	7.0	78.4	15.7
